"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"1026136","574612478920818688",0,1,1,1,0,0,0,0,0,2,"real"
"778871","553578310651740161",1,0,0,0,0,0,1,0,1,0,"real"
"1137185","580958130248425472",0,0,1,1,0,0,0,0,0,0,"real"
"597222","526363200384548864",0,0,0,0,0,0,2,0,1,0,"real"
"529260","513523405753417729",0,0,0,0,0,0,0,0,0,1,"real"
"623770","531051412323459072",1,0,0,0,0,0,1,0,1,1,"real"
"287315","447796314198142976",2,1,2,0,1,0,2,1,0,2,"real"
"1226210","585074286974480385",1,0,0,0,0,0,1,0,0,0,"real"
"189286","400278037817995264",1,0,0,0,0,1,1,0,1,1,"real"
"1048097","576004140263825409",0,0,0,0,0,0,1,0,0,0,"real"
"884750","564274768393015296",0,1,1,1,1,1,1,0,0,0,"real"
"836424","559964182498803713",0,0,0,0,0,0,0,0,0,1,"real"
"394389","481745424735166464",1,0,0,0,0,0,0,0,0,0,"real"
"1415601","592260251828625409",0,0,0,0,0,0,1,0,1,0,"real"
"951836","569711276147937280",2,0,1,0,0,1,3,1,2,2,"real"
"515105","511002467618652162",0,0,0,0,0,0,1,0,0,0,"real"
"677004","539828152445329408",0,0,0,0,0,0,2,0,0,0,"real"
"446055","495690575870713856",3,5,6,4,3,0,3,1,2,2,"real"
"428937","491291355654541312",0,0,0,0,0,0,1,0,1,1,"real"
"252225","433322469462519808",1,0,1,0,1,0,1,1,1,0,"real"
"1252401","586189893602156545",0,0,0,0,0,0,1,0,0,0,"real"
"1029861","574819284372709377",2,0,1,0,0,1,1,1,1,1,"real"
"201425","408110804358012928",0,1,1,1,1,0,0,0,0,1,"real"
"1466827","593794959968468992",2,0,0,0,0,2,3,0,3,1,"real"
"690230","541724394826260481",0,0,0,0,0,0,0,0,0,1,"real"
"750734","550214853403475968",1,0,0,0,0,0,1,0,1,1,"real"
"1427777","592663717193592832",0,0,0,0,0,1,2,0,2,1,"real"
"1078751","577892876979302401",0,0,0,0,0,0,0,0,0,1,"real"
"185671","397815516087451648",1,1,1,1,0,0,1,0,1,0,"real"
"635564","533109787668783104",0,0,0,0,0,1,0,0,0,0,"real"
"465881","500787921960448001",0,0,0,0,0,0,1,0,1,0,"real"
"3320","1154098982",0,0,1,0,1,0,0,1,0,0,"real"
"656089","536691300230504448",0,0,0,0,0,0,1,0,1,1,"real"
"1031386","574954443038314497",0,0,1,1,1,0,0,0,0,0,"real"
"192356","402170892828299264",0,0,0,0,0,0,0,0,0,1,"real"
"318872","458996357580070912",1,0,0,0,0,0,0,0,0,0,"real"
"192621","402309933829349377",0,0,4,0,3,2,1,1,0,0,"real"
"578681","522839774306922497",0,0,0,0,0,0,1,0,0,0,"real"
"814923","557707054585245696",1,1,2,1,0,0,1,1,0,0,"real"
"1201912","583924416276467712",0,0,0,0,0,1,0,0,0,0,"real"
"415344","487506022773182465",0,1,1,0,1,0,0,0,0,0,"real"
"604945","527661818068860928",0,0,1,1,0,1,1,0,1,1,"real"
"117685","341488292237283328",1,0,0,0,0,0,0,0,0,0,"real"
"828662","559186807170928640",0,0,1,0,0,0,0,0,0,0,"real"
"3023","113897652810301440",2,0,0,0,0,0,2,0,0,0,"real"
"445627","495569226606727168",0,2,1,1,1,1,1,1,1,0,"real"
"288332","448137124282236928",1,0,0,0,0,0,0,0,0,0,"real"
"246533","430941028028121088",0,0,0,0,0,0,1,0,0,1,"real"
"922401","567421483891568640",0,0,1,0,0,0,0,1,0,0,"real"
"566235","520511336472535040",1,0,0,0,0,0,1,0,1,1,"real"
"591203","525118361332879361",2,1,0,0,0,0,2,0,2,2,"real"
"725339","546776383352213504",1,1,1,1,1,0,0,0,0,1,"real"
"374102","476138637701427200",3,0,0,0,0,0,2,0,1,1,"real"
"132605","355520917356552193",0,1,1,1,1,0,0,0,0,0,"real"
"1435565","592874790853160960",0,1,1,1,1,0,1,1,0,0,"real"
"1197449","583729969551040513",0,0,1,1,1,0,0,1,0,0,"real"
"1138009","580992216010653696",0,0,0,0,0,0,0,0,0,1,"real"
"1122592","580297247969173504",0,1,0,0,0,0,0,0,0,0,"real"
"825947","558838417682100225",1,0,0,0,0,0,1,0,1,1,"real"
"232110","424525202819534848",0,1,1,1,1,1,0,1,0,0,"real"
"290255","448820739865870336",1,0,0,1,0,0,1,0,1,0,"real"
"30525","206441639932215298",0,1,2,1,1,0,0,2,0,0,"real"
"589547","524818417941872640",0,1,2,1,0,1,0,1,0,0,"real"
"641529","534209702817591296",1,0,0,0,1,1,1,0,1,1,"real"
"1246416","585918850107105282",2,0,0,0,0,0,2,0,2,2,"real"
"291754","449309818848026624",0,0,0,0,0,0,0,0,0,1,"real"
"660357","537227122570702848",0,1,0,1,0,0,0,0,0,0,"real"
"1162624","582207424561545217",1,0,0,0,0,0,2,0,0,0,"real"
"1369757","590713054654046210",0,0,0,0,0,0,0,0,0,1,"real"
"383759","478772992239882241",0,1,1,1,1,0,0,1,0,0,"real"
"870907","563082650542682112",1,0,0,0,0,0,1,0,1,1,"real"
"816084","557780780592930816",1,0,0,1,0,0,1,0,1,0,"real"
"597738","526459087433641984",0,1,0,0,0,0,1,0,0,0,"real"
"598412","526560152259153920",0,1,1,1,0,0,1,0,1,0,"real"
"638454","533696626208960512",1,0,0,0,0,0,1,0,1,0,"real"
"1322792","588949505392783360",1,1,0,0,0,0,2,0,0,1,"real"
"372802","475790877659762688",0,0,0,0,0,0,1,0,1,1,"real"
"143905","365551031792308224",2,0,0,0,0,0,3,0,2,1,"real"
"247732","431450410420023296",1,0,0,0,0,1,2,0,2,2,"real"
"744563","549435858202681344",1,0,0,0,0,0,1,0,0,0,"real"
"920621","567243485476950016",1,0,0,0,0,0,1,0,0,0,"real"
"459087","499059951004704768",1,1,1,1,1,1,1,1,1,1,"real"
"1019470","574112302913335296",0,0,0,0,0,1,0,0,0,0,"real"
"210960","413543052930596864",0,1,1,1,1,0,0,1,0,0,"real"
"1193062","583517298402537472",2,1,1,0,0,0,2,0,1,1,"real"
"1172959","582651599299997698",0,2,2,1,1,1,1,1,0,0,"real"
"222872","419800887654363136",1,0,0,0,0,0,1,0,1,0,"real"
"647362","535249465494757377",0,1,1,1,1,0,0,1,0,0,"real"
"836789","560023840621744130",1,0,0,0,0,0,1,0,1,0,"real"
"138130","360239500540133376",0,0,0,0,0,0,1,0,0,0,"real"
"1310350","588524925838725120",1,2,2,2,1,0,1,2,1,0,"real"
"1303592","588290010614472704",1,0,0,0,0,0,0,0,0,1,"real"
"180741","394401700087209984",0,1,1,1,1,0,0,1,0,0,"real"
"1376002","590937992488849408",0,0,1,1,0,0,0,0,0,0,"real"
"62456","272753552462585856",1,0,0,0,0,0,1,0,0,0,"real"
"236979","426827774599233536",0,1,0,0,0,0,1,0,0,0,"real"
"881714","564018666392805376",0,1,1,0,1,0,0,0,0,0,"real"
"262333","437786356824023040",1,0,0,0,0,1,2,0,2,1,"real"
"174224","389909607251845120",1,0,0,0,0,0,1,0,0,0,"real"
"750422","550184102003888128",1,1,1,2,0,0,4,0,2,0,"real"
"1476447","594075878813892608",0,0,0,0,0,0,1,0,0,0,"real"
"224078","420359422926258176",2,0,0,0,0,0,3,0,2,0,"real"
"490946","506141285443305472",2,0,0,0,0,0,4,0,2,2,"real"
"1272660","587056714672799744",0,0,1,1,1,0,1,0,0,0,"real"
"845039","560833927934644224",1,0,1,1,0,0,2,0,2,0,"real"
"102149","326059880530194433",1,0,0,0,0,0,1,0,0,0,"real"
"371522","475354081507045384",1,0,0,0,0,0,1,0,0,1,"real"
"436779","493295431510544385",0,0,0,0,0,0,1,0,0,0,"real"
"1109062","579639017689493504",0,1,1,1,0,0,0,0,0,0,"real"
"846216","560944297248563200",1,0,0,0,0,0,2,0,1,1,"real"
"237312","427033673502711808",0,1,1,1,1,0,0,1,0,0,"real"
"691331","541823587720495104",0,0,1,0,1,0,1,1,1,1,"real"
"109245","333445571203440642",0,1,1,1,1,0,0,0,0,0,"real"
"1314789","588695315970002944",1,0,0,0,0,0,0,0,0,0,"real"
"976765","571310379898310658",0,0,0,0,0,0,1,0,0,1,"real"
"1320061","588866708862939136",0,1,0,0,0,0,0,0,0,1,"real"
"1253103","586220684738633728",0,0,0,0,0,0,0,0,0,1,"real"
"410271","486283757616259074",0,0,0,0,0,1,1,0,1,2,"real"
"22701","183255160175337473",0,0,2,1,0,0,0,1,0,0,"real"
"1033555","575072993619001345",1,1,2,1,1,0,1,0,0,0,"real"
"1001120","572969754937331712",1,0,0,1,0,0,1,0,1,1,"real"
"613289","529184730265051137",1,0,0,0,0,0,0,0,0,0,"real"
"544015","516311341397975040",0,0,0,0,0,0,0,0,0,1,"real"
