"id","trust","fear","negative","sadness","anger","surprise","positive","disgust","joy","anticipation","realFAKEcat"
"32115","275285842086473728",1,0,1,0,0,1,0,0,0,0,"fake"
"43646","306058000060252160",1,0,1,0,1,0,1,0,0,0,"fake"
"48270","312789128150405120",2,0,0,0,0,0,4,0,0,0,"fake"
"38448","298200374509174784",1,1,3,2,0,1,0,0,0,0,"fake"
"23963","257735653440245760",0,0,1,0,1,0,0,0,0,0,"fake"
"49241","314424841858072576",0,0,0,0,0,0,0,0,0,1,"fake"
"20278","248590714684973056",0,0,1,0,0,0,0,0,0,0,"fake"
"47821","312346087665049600",1,0,1,0,1,0,1,1,1,2,"fake"
"15028","220284278917955584",0,0,0,0,0,0,0,0,0,1,"fake"
"40804","302636609969483776",1,0,0,0,0,0,1,0,0,0,"fake"
"3221","36881010415112192",2,0,0,0,0,0,2,0,0,0,"fake"
"24773","258831302231486464",0,0,0,0,0,1,2,0,2,0,"fake"
"49176","314345763025084416",1,0,0,0,0,0,1,0,1,0,"fake"
"3299","39547511077076992",0,0,1,1,0,0,0,0,0,0,"fake"
"40245","301657585721962496",0,0,1,0,0,0,0,0,0,1,"fake"
"4138","49507845842014208",1,0,0,0,0,0,1,0,1,0,"fake"
"21458","251717418420953088",0,0,0,0,0,0,1,0,0,0,"fake"
"2283","1014860187963392",0,0,1,1,0,0,0,0,0,0,"fake"
"9540","148390748440637440",0,0,0,0,0,0,1,0,0,0,"fake"
"42971","305327192110411776",0,0,0,0,0,0,0,0,0,1,"fake"
"53686","322325083249053696",0,0,0,0,0,1,1,0,1,1,"fake"
"55807","325901959997579264",2,0,1,1,1,1,2,0,1,1,"fake"
"33512","279305473658871808",0,0,0,0,0,0,1,0,1,1,"fake"
"55817","325908326594510848",0,0,0,0,0,0,2,0,0,0,"fake"
"28249","266036299570495488",0,0,0,0,0,0,1,0,0,0,"fake"
"30318","270233066654547968",0,0,0,0,0,0,1,0,0,0,"fake"
"46350","310603503913545728",0,0,0,0,1,0,0,0,0,0,"fake"
"2858","24920710547771392",0,0,0,0,0,0,0,0,0,1,"fake"
"27472","263137232536363008",1,1,0,0,0,1,3,0,2,3,"fake"
"846","8008423965",0,0,0,0,0,1,3,0,1,1,"fake"
"27062","262329985203843072",0,0,0,0,0,0,1,0,1,1,"fake"
"4515","56599350377316352",0,0,1,0,0,0,0,0,0,0,"fake"
"50622","316360575288479744",1,1,0,0,0,0,1,0,1,2,"fake"
"11224","177048034004316160",0,0,1,0,0,0,2,1,2,0,"fake"
"26527","261629634716766208",1,0,0,0,0,0,1,0,0,1,"fake"
